2024-05-23 06:33:29 
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 ******* перезапуск программы *******
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 
2024-05-23 17:22:30 выход из 'enemy_battle
2024-05-23 17:22:30 fun.vizit_to_station_master
2024-05-23 17:22:30 fun.move_to_click
2024-05-23 17:22:35 fun.move_to_click
2024-05-23 17:22:39 station_master.enemy_battle
2024-05-23 17:22:39  поиск battle_end, skip_battle, dog
2024-05-23 17:22:41 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:22:43 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:22:46 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:22:48 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:22:51 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:22:53 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:22:56 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:22:58 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:01 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:03 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:06 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:08 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:10 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:13 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:15 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:18 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:20 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:23 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:23 dog = Point(x=80, y=619)
2024-05-23 17:23:23 нажал на собаку
2024-05-23 17:23:23 fun.move_to_click
2024-05-23 17:23:25 skip_battle = Point(x=432, y=115)
2024-05-23 17:23:25 fun.move_to_click
2024-05-23 17:23:29 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:30 нажать закрыть в конце боя
2024-05-23 17:23:30 fun.push_close_all_
2024-05-23 17:23:30 fun.close_popup_window
2024-05-23 17:23:30 fun.push_close
2024-05-23 17:23:30 fun.move_to_click
2024-05-23 17:23:34 skip_battle1_end_ver = None
2024-05-23 17:23:34 выход из 'enemy_battle
2024-05-23 17:23:34 fun.vizit_to_station_master
2024-05-23 17:23:34 fun.move_to_click
2024-05-23 17:23:38 fun.move_to_click
2024-05-23 17:23:42 station_master.enemy_battle
2024-05-23 17:23:42  поиск battle_end, skip_battle, dog
2024-05-23 17:23:44 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:47 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:49 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:52 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:54 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:57 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:23:59 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:02 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:04 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:07 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:09 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:11 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:14 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:16 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:19 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:21 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:24 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:24 dog = Point(x=80, y=619)
2024-05-23 17:24:24 нажал на собаку
2024-05-23 17:24:24 fun.move_to_click
2024-05-23 17:24:26 skip_battle = Point(x=432, y=115)
2024-05-23 17:24:26 fun.move_to_click
2024-05-23 17:24:30 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:31 нажать закрыть в конце боя
2024-05-23 17:24:31 fun.push_close_all_
2024-05-23 17:24:31 fun.close_popup_window
2024-05-23 17:24:31 fun.push_close
2024-05-23 17:24:32 fun.move_to_click
2024-05-23 17:24:35 skip_battle1_end_ver = None
2024-05-23 17:24:35 выход из 'enemy_battle
2024-05-23 17:24:35 fun.vizit_to_station_master
2024-05-23 17:24:35 fun.move_to_click
2024-05-23 17:24:39 fun.move_to_click
2024-05-23 17:24:43 station_master.enemy_battle
2024-05-23 17:24:43  поиск battle_end, skip_battle, dog
2024-05-23 17:24:46 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:48 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:51 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:53 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:56 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:24:58 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:00 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:03 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:05 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:08 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:10 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:13 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:15 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:18 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:20 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:23 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:25 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:25 dog = Point(x=80, y=619)
2024-05-23 17:25:25 нажал на собаку
2024-05-23 17:25:25 fun.move_to_click
2024-05-23 17:25:27 skip_battle = Point(x=432, y=115)
2024-05-23 17:25:27 fun.move_to_click
2024-05-23 17:25:32 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:32 нажать закрыть в конце боя
2024-05-23 17:25:32 fun.push_close_all_
2024-05-23 17:25:32 fun.close_popup_window
2024-05-23 17:25:32 fun.push_close
2024-05-23 17:25:33 fun.move_to_click
2024-05-23 17:25:36 skip_battle1_end_ver = None
2024-05-23 17:25:36 выход из 'enemy_battle
2024-05-23 17:25:36 fun.vizit_to_station_master
2024-05-23 17:25:36 fun.move_to_click
2024-05-23 17:25:41 fun.move_to_click
2024-05-23 17:25:44 station_master.enemy_battle
2024-05-23 17:25:44  поиск battle_end, skip_battle, dog
2024-05-23 17:25:47 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:50 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:52 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:55 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:25:57 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:00 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:02 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:05 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:08 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:10 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:13 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:15 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:18 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:20 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:23 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:25 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:28 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:28 dog = Point(x=80, y=619)
2024-05-23 17:26:28 нажал на собаку
2024-05-23 17:26:28 fun.move_to_click
2024-05-23 17:26:30 skip_battle = Point(x=432, y=115)
2024-05-23 17:26:30 fun.move_to_click
2024-05-23 17:26:34 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:35 нажать закрыть в конце боя
2024-05-23 17:26:35 fun.push_close_all_
2024-05-23 17:26:35 fun.close_popup_window
2024-05-23 17:26:35 fun.push_close
2024-05-23 17:26:35 fun.move_to_click
2024-05-23 17:26:39 skip_battle1_end_ver = None
2024-05-23 17:26:39 выход из 'enemy_battle
2024-05-23 17:26:39 fun.vizit_to_station_master
2024-05-23 17:26:39 fun.move_to_click
2024-05-23 17:26:43 fun.move_to_click
2024-05-23 17:26:47 station_master.enemy_battle
2024-05-23 17:26:47  поиск battle_end, skip_battle, dog
2024-05-23 17:26:49 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:52 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:54 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:57 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:26:59 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:02 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:04 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:07 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:09 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:12 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:14 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:16 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:19 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:21 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:24 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:26 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:29 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:29 skip_battle = Point(x=432, y=115)
2024-05-23 17:27:29 fun.move_to_click
2024-05-23 17:27:33 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:34 нажать закрыть в конце боя
2024-05-23 17:27:34 fun.push_close_all_
2024-05-23 17:27:34 fun.close_popup_window
2024-05-23 17:27:34 fun.push_close
2024-05-23 17:27:35 fun.move_to_click
2024-05-23 17:27:38 skip_battle1_end_ver = None
2024-05-23 17:27:38 выход из 'enemy_battle
2024-05-23 17:27:38 fun.vizit_to_station_master
2024-05-23 17:27:38 fun.move_to_click
2024-05-23 17:27:42 fun.move_to_click
2024-05-23 17:27:46 station_master.enemy_battle
2024-05-23 17:27:46  поиск battle_end, skip_battle, dog
2024-05-23 17:27:49 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:51 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:54 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:56 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:27:58 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:02 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:04 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:07 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:09 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:12 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:14 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:18 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:20 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:23 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:25 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:28 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:30 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:31 dog = Point(x=80, y=619)
2024-05-23 17:28:31 нажал на собаку
2024-05-23 17:28:31 fun.move_to_click
2024-05-23 17:28:33 skip_battle = Point(x=432, y=115)
2024-05-23 17:28:33 fun.move_to_click
2024-05-23 17:28:37 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:37 нажать закрыть в конце боя
2024-05-23 17:28:37 fun.push_close_all_
2024-05-23 17:28:38 fun.close_popup_window
2024-05-23 17:28:38 fun.push_close
2024-05-23 17:28:38 fun.move_to_click
2024-05-23 17:28:41 skip_battle1_end_ver = None
2024-05-23 17:28:41 выход из 'enemy_battle
2024-05-23 17:28:41 fun.vizit_to_station_master
2024-05-23 17:28:42 fun.move_to_click
2024-05-23 17:28:46 fun.move_to_click
2024-05-23 17:28:50 station_master.enemy_battle
2024-05-23 17:28:50  поиск battle_end, skip_battle, dog
2024-05-23 17:28:52 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:55 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:28:57 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:00 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:02 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:05 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:07 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:09 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:12 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:14 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:17 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:19 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:22 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:24 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:27 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:29 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:32 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:32 skip_battle = Point(x=432, y=115)
2024-05-23 17:29:32 fun.move_to_click
2024-05-23 17:29:36 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:37 нажать закрыть в конце боя
2024-05-23 17:29:37 fun.push_close_all_
2024-05-23 17:29:37 fun.close_popup_window
2024-05-23 17:29:37 fun.push_close
2024-05-23 17:29:38 fun.move_to_click
2024-05-23 17:29:41 skip_battle1_end_ver = None
2024-05-23 17:29:41 выход из 'enemy_battle
2024-05-23 17:29:41 fun.vizit_to_station_master
2024-05-23 17:29:41 fun.move_to_click
2024-05-23 17:29:45 fun.move_to_click
2024-05-23 17:29:49 station_master.enemy_battle
2024-05-23 17:29:49  поиск battle_end, skip_battle, dog
2024-05-23 17:29:51 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:54 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:56 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:29:59 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:01 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:04 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:06 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:09 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:11 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:14 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:16 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:19 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:21 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:23 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:26 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:28 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:31 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:31 dog = Point(x=80, y=619)
2024-05-23 17:30:31 нажал на собаку
2024-05-23 17:30:31 fun.move_to_click
2024-05-23 17:30:33 skip_battle = Point(x=432, y=115)
2024-05-23 17:30:33 fun.move_to_click
2024-05-23 17:30:38 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:38 нажать закрыть в конце боя
2024-05-23 17:30:38 fun.push_close_all_
2024-05-23 17:30:38 fun.close_popup_window
2024-05-23 17:30:38 fun.push_close
2024-05-23 17:30:39 fun.move_to_click
2024-05-23 17:30:42 skip_battle1_end_ver = None
2024-05-23 17:30:42 выход из 'enemy_battle
2024-05-23 17:30:42 fun.vizit_to_station_master
2024-05-23 17:30:42 fun.move_to_click
2024-05-23 17:30:47 fun.move_to_click
2024-05-23 17:30:50 station_master.enemy_battle
2024-05-23 17:30:50  поиск battle_end, skip_battle, dog
2024-05-23 17:30:53 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:55 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:30:58 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:31:00 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:31:03 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:31:05 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:31:07 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:31:10 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:31:12 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:31:15 ожидание battle_end, close, dog, skip_battle
